XP_005268287.1	b74aa81e3c8f8bb6dc5857778a9fc9cc	1490	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	528	606	1.7E-28	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_005268287.1	b74aa81e3c8f8bb6dc5857778a9fc9cc	1490	Pfam	PF08826	DMPK coiled coil domain like	878	939	8.2E-22	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_005268287.1	b74aa81e3c8f8bb6dc5857778a9fc9cc	1490	Pfam	PF00069	Protein kinase domain	76	341	1.2E-53	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_005273374.1	9c979526ddad8c42d8ea25805e5fb2ee	1832	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	2.0E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_005273374.1	9c979526ddad8c42d8ea25805e5fb2ee	1832	Pfam	PF25346	MRCK kinase PH domain	1114	1240	4.9E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_005273374.1	9c979526ddad8c42d8ea25805e5fb2ee	1832	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1051	1101	3.1E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_005273374.1	9c979526ddad8c42d8ea25805e5fb2ee	1832	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_005273374.1	9c979526ddad8c42d8ea25805e5fb2ee	1832	Pfam	PF00780	CNH domain	1276	1532	7.6E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_005273374.1	9c979526ddad8c42d8ea25805e5fb2ee	1832	Pfam	PF00069	Protein kinase domain	77	343	2.9E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_005273374.1	9c979526ddad8c42d8ea25805e5fb2ee	1832	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.8E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_005273375.1	62d5f6231e97e220300e6530b54c33f1	1829	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	2.0E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_005273375.1	62d5f6231e97e220300e6530b54c33f1	1829	Pfam	PF00780	CNH domain	1273	1529	7.6E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_005273375.1	62d5f6231e97e220300e6530b54c33f1	1829	Pfam	PF25346	MRCK kinase PH domain	1111	1237	4.9E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_005273375.1	62d5f6231e97e220300e6530b54c33f1	1829	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_005273375.1	62d5f6231e97e220300e6530b54c33f1	1829	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1048	1098	3.1E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_005273375.1	62d5f6231e97e220300e6530b54c33f1	1829	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.8E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_005273375.1	62d5f6231e97e220300e6530b54c33f1	1829	Pfam	PF00069	Protein kinase domain	77	343	2.9E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_005273377.1	bcf79d5ea7b5d7321421a880d61baccb	1794	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	1.9E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_005273377.1	bcf79d5ea7b5d7321421a880d61baccb	1794	Pfam	PF25346	MRCK kinase PH domain	1076	1202	4.8E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_005273377.1	bcf79d5ea7b5d7321421a880d61baccb	1794	Pfam	PF00780	CNH domain	1238	1494	7.4E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_005273377.1	bcf79d5ea7b5d7321421a880d61baccb	1794	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.7E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_005273377.1	bcf79d5ea7b5d7321421a880d61baccb	1794	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1013	1063	3.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_005273377.1	bcf79d5ea7b5d7321421a880d61baccb	1794	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_005273377.1	bcf79d5ea7b5d7321421a880d61baccb	1794	Pfam	PF00069	Protein kinase domain	77	343	2.8E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_005273378.1	1b6273d6b40b3b060a717db2de428596	1781	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	1.9E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_005273378.1	1b6273d6b40b3b060a717db2de428596	1781	Pfam	PF00780	CNH domain	1225	1481	7.3E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_005273378.1	1b6273d6b40b3b060a717db2de428596	1781	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.7E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_005273378.1	1b6273d6b40b3b060a717db2de428596	1781	Pfam	PF25346	MRCK kinase PH domain	1063	1189	4.7E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_005273378.1	1b6273d6b40b3b060a717db2de428596	1781	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1000	1050	3.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_005273378.1	1b6273d6b40b3b060a717db2de428596	1781	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_005273378.1	1b6273d6b40b3b060a717db2de428596	1781	Pfam	PF00069	Protein kinase domain	77	343	2.8E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_006711897.1	4a21721549caa1e3b40725b1c4d60b1d	1816	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.7E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_006711897.1	4a21721549caa1e3b40725b1c4d60b1d	1816	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1035	1085	3.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_006711897.1	4a21721549caa1e3b40725b1c4d60b1d	1816	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	2.0E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_006711897.1	4a21721549caa1e3b40725b1c4d60b1d	1816	Pfam	PF25346	MRCK kinase PH domain	1098	1224	4.8E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_006711897.1	4a21721549caa1e3b40725b1c4d60b1d	1816	Pfam	PF00069	Protein kinase domain	77	343	2.9E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_006711897.1	4a21721549caa1e3b40725b1c4d60b1d	1816	Pfam	PF00780	CNH domain	1260	1516	7.5E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_006711897.1	4a21721549caa1e3b40725b1c4d60b1d	1816	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_006711898.1	2eeb82ab12dc36316f0326f0fde2af8f	1797	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.7E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_006711898.1	2eeb82ab12dc36316f0326f0fde2af8f	1797	Pfam	PF25346	MRCK kinase PH domain	1079	1205	4.8E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_006711898.1	2eeb82ab12dc36316f0326f0fde2af8f	1797	Pfam	PF00780	CNH domain	1241	1497	7.4E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_006711898.1	2eeb82ab12dc36316f0326f0fde2af8f	1797	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	2.0E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_006711898.1	2eeb82ab12dc36316f0326f0fde2af8f	1797	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1016	1066	3.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_006711898.1	2eeb82ab12dc36316f0326f0fde2af8f	1797	Pfam	PF00069	Protein kinase domain	77	343	2.8E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_006711898.1	2eeb82ab12dc36316f0326f0fde2af8f	1797	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_006719269.1	1424e28c810af8d2074af3ec7550be52	2054	Pfam	PF00780	CNH domain	1629	1882	3.3E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_006719269.1	1424e28c810af8d2074af3ec7550be52	2054	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.19	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_006719269.1	1424e28c810af8d2074af3ec7550be52	2054	Pfam	PF00169	PH domain	1472	1589	7.4E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_006719269.1	1424e28c810af8d2074af3ec7550be52	2054	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011508719.1	b45014c34370d4fa0f0fee9bfb6c9b4f	1331	Pfam	PF08912	Rho Binding	892	960	1.8E-21	T	14-10-2025	IPR015008	ROCK, Rho binding domain	-	-
XP_011508719.1	b45014c34370d4fa0f0fee9bfb6c9b4f	1331	Pfam	PF00069	Protein kinase domain	6	268	4.4E-59	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011508719.1	b45014c34370d4fa0f0fee9bfb6c9b4f	1331	Pfam	PF25346	MRCK kinase PH domain	1067	1153	3.7E-9	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_011535689.1	69bfbe3c3d6bbb4d36e4cbf26e96c3f1	1460	Pfam	PF08826	DMPK coiled coil domain like	878	939	8.0E-22	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_011535689.1	69bfbe3c3d6bbb4d36e4cbf26e96c3f1	1460	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1043	1093	1.4E-8	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_011535689.1	69bfbe3c3d6bbb4d36e4cbf26e96c3f1	1460	Pfam	PF25346	MRCK kinase PH domain	1106	1232	1.1E-49	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_011535689.1	69bfbe3c3d6bbb4d36e4cbf26e96c3f1	1460	Pfam	PF00069	Protein kinase domain	76	341	1.1E-53	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011535689.1	69bfbe3c3d6bbb4d36e4cbf26e96c3f1	1460	Pfam	PF00780	CNH domain	1268	1423	1.6E-34	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_011535689.1	69bfbe3c3d6bbb4d36e4cbf26e96c3f1	1460	Pfam	PF00433	Protein kinase C terminal domain	361	403	2.1	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_011535689.1	69bfbe3c3d6bbb4d36e4cbf26e96c3f1	1460	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	528	606	1.6E-28	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_011536085.1	6f2a2e5736d4988cb329e1d4175f4e2f	2084	Pfam	PF00169	PH domain	1487	1604	7.5E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_011536085.1	6f2a2e5736d4988cb329e1d4175f4e2f	2084	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011536085.1	6f2a2e5736d4988cb329e1d4175f4e2f	2084	Pfam	PF00780	CNH domain	1659	1912	3.3E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_011536085.1	6f2a2e5736d4988cb329e1d4175f4e2f	2084	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.19	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_011536086.1	3a40e391b7563a0e02e4faa51785f340	2083	Pfam	PF00169	PH domain	1487	1604	7.5E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_011536086.1	3a40e391b7563a0e02e4faa51785f340	2083	Pfam	PF00780	CNH domain	1659	1912	3.3E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_011536086.1	3a40e391b7563a0e02e4faa51785f340	2083	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011536086.1	3a40e391b7563a0e02e4faa51785f340	2083	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.19	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_011536087.1	0d416ff9bfeecc3fe622db7d749e3853	2069	Pfam	PF00169	PH domain	1472	1589	7.4E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_011536087.1	0d416ff9bfeecc3fe622db7d749e3853	2069	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011536087.1	0d416ff9bfeecc3fe622db7d749e3853	2069	Pfam	PF00780	CNH domain	1644	1897	3.3E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_011536087.1	0d416ff9bfeecc3fe622db7d749e3853	2069	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.19	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_011536089.1	523ba725baac2e0220c5b54f64b87415	2012	Pfam	PF00169	PH domain	1430	1547	7.2E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_011536089.1	523ba725baac2e0220c5b54f64b87415	2012	Pfam	PF00780	CNH domain	1587	1840	3.2E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_011536089.1	523ba725baac2e0220c5b54f64b87415	2012	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011536089.1	523ba725baac2e0220c5b54f64b87415	2012	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.18	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_011536090.1	68e44ea3c092ec7c3abe1e9741ebc3aa	2011	Pfam	PF00169	PH domain	1430	1547	7.2E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
XP_011536090.1	68e44ea3c092ec7c3abe1e9741ebc3aa	2011	Pfam	PF00780	CNH domain	1587	1840	3.2E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_011536090.1	68e44ea3c092ec7c3abe1e9741ebc3aa	2011	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011536090.1	68e44ea3c092ec7c3abe1e9741ebc3aa	2011	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.18	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_011542609.1	4d44a40a5dfd5511e36c020f4056ae59	1810	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.7E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_011542609.1	4d44a40a5dfd5511e36c020f4056ae59	1810	Pfam	PF25346	MRCK kinase PH domain	1092	1218	4.8E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_011542609.1	4d44a40a5dfd5511e36c020f4056ae59	1810	Pfam	PF00780	CNH domain	1254	1510	7.4E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_011542609.1	4d44a40a5dfd5511e36c020f4056ae59	1810	Pfam	PF00069	Protein kinase domain	77	343	2.9E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011542609.1	4d44a40a5dfd5511e36c020f4056ae59	1810	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	2.0E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_011542609.1	4d44a40a5dfd5511e36c020f4056ae59	1810	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1029	1079	3.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_011542609.1	4d44a40a5dfd5511e36c020f4056ae59	1810	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_011542610.1	cf5eb9b19a0b22d931a06bd40110657c	1783	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	529	608	1.9E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_011542610.1	cf5eb9b19a0b22d931a06bd40110657c	1783	Pfam	PF25346	MRCK kinase PH domain	1127	1253	4.7E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_011542610.1	cf5eb9b19a0b22d931a06bd40110657c	1783	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1064	1114	3.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_011542610.1	cf5eb9b19a0b22d931a06bd40110657c	1783	Pfam	PF00780	CNH domain	1289	1545	7.3E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_011542610.1	cf5eb9b19a0b22d931a06bd40110657c	1783	Pfam	PF08826	DMPK coiled coil domain like	881	941	2.7E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_011542610.1	cf5eb9b19a0b22d931a06bd40110657c	1783	Pfam	PF00069	Protein kinase domain	77	343	2.8E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011542610.1	cf5eb9b19a0b22d931a06bd40110657c	1783	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0017	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_011542611.1	3aa08bf11491c58b0b6d6f01a736f0b3	1764	Pfam	PF00069	Protein kinase domain	77	343	2.8E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011542611.1	3aa08bf11491c58b0b6d6f01a736f0b3	1764	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	983	1033	2.9E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_011542611.1	3aa08bf11491c58b0b6d6f01a736f0b3	1764	Pfam	PF08826	DMPK coiled coil domain like	800	860	2.6E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_011542611.1	3aa08bf11491c58b0b6d6f01a736f0b3	1764	Pfam	PF00780	CNH domain	1208	1464	7.2E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_011542611.1	3aa08bf11491c58b0b6d6f01a736f0b3	1764	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0016	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_011542611.1	3aa08bf11491c58b0b6d6f01a736f0b3	1764	Pfam	PF25346	MRCK kinase PH domain	1046	1172	4.7E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_011543457.1	1113d6b4d76b5755408406c25fc9c253	1569	Pfam	PF25346	MRCK kinase PH domain	960	1084	6.6E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_011543457.1	1113d6b4d76b5755408406c25fc9c253	1569	Pfam	PF08826	DMPK coiled coil domain like	744	800	6.4E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_011543457.1	1113d6b4d76b5755408406c25fc9c253	1569	Pfam	PF00069	Protein kinase domain	71	337	1.8E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011543457.1	1113d6b4d76b5755408406c25fc9c253	1569	Pfam	PF00780	CNH domain	1121	1378	6.6E-56	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_011543457.1	1113d6b4d76b5755408406c25fc9c253	1569	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	897	945	7.4E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_011543457.1	1113d6b4d76b5755408406c25fc9c253	1569	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.02	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_011543458.1	0d5d99a0b622c19f2b445c010370edec	1562	Pfam	PF25346	MRCK kinase PH domain	953	1077	6.5E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_011543458.1	0d5d99a0b622c19f2b445c010370edec	1562	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	890	938	7.4E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_011543458.1	0d5d99a0b622c19f2b445c010370edec	1562	Pfam	PF08826	DMPK coiled coil domain like	737	793	6.4E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_011543458.1	0d5d99a0b622c19f2b445c010370edec	1562	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.02	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_011543458.1	0d5d99a0b622c19f2b445c010370edec	1562	Pfam	PF00780	CNH domain	1114	1371	6.6E-56	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_011543458.1	0d5d99a0b622c19f2b445c010370edec	1562	Pfam	PF00069	Protein kinase domain	71	337	1.8E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011543459.1	b8b5aafd1640c584757025e9f9257486	1530	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	897	945	7.2E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_011543459.1	b8b5aafd1640c584757025e9f9257486	1530	Pfam	PF00069	Protein kinase domain	71	337	1.8E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011543459.1	b8b5aafd1640c584757025e9f9257486	1530	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.019	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_011543459.1	b8b5aafd1640c584757025e9f9257486	1530	Pfam	PF00780	CNH domain	1121	1340	1.5E-40	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_011543459.1	b8b5aafd1640c584757025e9f9257486	1530	Pfam	PF25346	MRCK kinase PH domain	960	1084	6.4E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_011543459.1	b8b5aafd1640c584757025e9f9257486	1530	Pfam	PF08826	DMPK coiled coil domain like	744	800	6.2E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_011543460.1	e01dc8ae4e43b87558c5814b0c723394	1495	Pfam	PF00780	CNH domain	1121	1340	1.5E-40	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_011543460.1	e01dc8ae4e43b87558c5814b0c723394	1495	Pfam	PF00069	Protein kinase domain	71	337	1.7E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011543460.1	e01dc8ae4e43b87558c5814b0c723394	1495	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	897	945	7.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_011543460.1	e01dc8ae4e43b87558c5814b0c723394	1495	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.019	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_011543460.1	e01dc8ae4e43b87558c5814b0c723394	1495	Pfam	PF25346	MRCK kinase PH domain	960	1084	6.2E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_011543460.1	e01dc8ae4e43b87558c5814b0c723394	1495	Pfam	PF08826	DMPK coiled coil domain like	744	800	6.0E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_011543461.1	b7a83a555a5805430b894f935d3654f6	1481	Pfam	PF00069	Protein kinase domain	71	337	1.7E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_011543461.1	b7a83a555a5805430b894f935d3654f6	1481	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	897	945	7.0E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_011543461.1	b7a83a555a5805430b894f935d3654f6	1481	Pfam	PF25346	MRCK kinase PH domain	960	1084	6.1E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_011543461.1	b7a83a555a5805430b894f935d3654f6	1481	Pfam	PF00780	CNH domain	1121	1378	6.1E-56	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_011543461.1	b7a83a555a5805430b894f935d3654f6	1481	Pfam	PF08826	DMPK coiled coil domain like	744	800	6.0E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_011543461.1	b7a83a555a5805430b894f935d3654f6	1481	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.018	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_011543462.1	f8ad155dcf18ab1a6f5dab6ea540c83c	1471	Pfam	PF08826	DMPK coiled coil domain like	646	702	5.9E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_011543462.1	f8ad155dcf18ab1a6f5dab6ea540c83c	1471	Pfam	PF00069	Protein kinase domain	2	239	4.7E-41	T	14-10-2025	IPR000719	Protein kinase domain	-	-
