Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
Cytmel1	GCA_022592445.1		Cytidiella melzeri	1883072		FP 102339					Annotation submitted by DOE Joint Genome Institute	Contig	2022-03-16	JABYQR01	941
T2_ISS10_r1.1	GCA_001447565.2		Trichinella nativa	6335					ISS10		Annotation submitted by University of Melbourne	Scaffold	2015-11-24	JYDW01	2483
ASM1339784v1	GCA_013397845.1		Melanocharis versteri	254552					B10K-DU-029-37		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTG01	21103
Enthel1	GCA_025526915.1		Entophlyctis helioformis	281842		JEL805					Annotation submitted by DOE Joint Genome Institute	Contig	2022-09-30	JAHLKH01	792
ASM1339805v1	GCA_013398055.1		Ifrita kowaldi	461245					B10K-DU-029-41	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRS01	26084
BGI_Smag.V1	GCA_010076225.1		Spheniscus magellanicus	37081					AH 6		Annotation submitted by BGI-Shenzhen	Scaffold	2020-01-31	VUKV01	13422
ASM1339795v1	GCA_013397955.1		Grantiella picta	266360					B10K-DU-029-50	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRM01	15742
PumYag	GCF_014898765.1	GCA_014898765.1	Herpailurus yagouaroundi	1608482				Mexico		male	GCF_014898765.1-RS_2025_07	Scaffold	2020-10-20	JACEOH01	10947
ASM1338982v1	GCA_013389825.1		Crypturellus undulatus	48396					B10K-MSB-37135	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-06	VWPW01	84860
APGP_CSIRO_Mvet_v1	GCF_032173495.1	GCA_032173495.1	Musca vetustissima	27455				Yass	MV318-11	pooled male and female	GCF_032173495.1-RS_2023_11	Contig	2023-09-28	JAUZEB01	17348
ASM1339789v1	GCA_013397895.1		Origma solitaria	720586					B10K-DU-029-52	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRL01	12172
ASM1339723v1	GCA_013397235.1		Lanius ludovicianus	28713					B10K-DU-001-65	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYXG01	18148
ASM1339922v1	GCA_013399225.1		Rhipidura dahli	667186					B10K-DU-001-49	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAC01	14637
ASM1340023v1	GCA_013400235.1		Oriolus oriolus	181099					B10K-DU-002-24	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBT01	22076
ASM1339899v1	GCA_013398995.1		Alaudala cheleensis	670337					B10K-DU-001-15	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYE01	65586
ASM1339652v1	GCA_013396525.1		Chaetorhynchus papuensis	254446					B10K-CU-031-19		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYX01	7933
ASM1339782v1	GCA_013397825.1		Onychorhynchus coronatus	360224					B10K-DU-028-75	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRK01	3396
ASM1339759v1	GCA_013397595.1		Halcyon senegalensis	342381					B10K-DU-024-03	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNJ01	3702
AAFC_CNas_1.1	GCF_009176525.2	GCA_009176525.2	Contarinia nasturtii	265458					CC-2019	female	NCBI Contarinia nasturtii Annotation Release 100	Scaffold	2019-10-18	VYII01	5545
ASM1340125v1	GCA_013401255.1		Urocolius indicus	458196					B10K-DU-030-59	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNH01	36428
Suiocc1	GCA_016628085.1		Suillus occidentalis	756607		FC124					Annotation submitted by DOE Joint Genome Institute	Contig	2021-01-13	JABBWB01	1584
ASM1340075v1	GCA_013400755.1		Pelecanoides urinatrix	37079					B10K-DU-012-45	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTQ01	51720
Crula1	GCA_004379715.1		Crucibulum laeve	68775		CBS 166.37					Annotation submitted by DOE Joint Genome Institute	Scaffold	2019-03-25	QPFR01	574
ASM223726v2	GCA_002237265.2	GCF_002237265.1	Aspergillus thermomutatus	41047		HMR AF 39					Annotation submitted by University of Montreal	Contig	2018-09-12	NKHU02	647
ASM223726v2	GCF_002237265.1	GCA_002237265.2	Aspergillus thermomutatus	41047		HMR AF 39					Annotation submitted by University of Montreal	Contig	2018-09-12	NKHU02	647
ASM1339847v1	GCA_013398475.1		Asarcornis scutulata	75869					OUT-0051	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSO01	9138
Gyrli1	GCA_014904945.1		Gyrodon lividus	85971		BX					Annotation submitted by DOE Joint Genome Institute	Scaffold	2020-10-20	WIOO01	369
ASM1339781v1	GCA_013397815.1		Aleadryas rufinucha	461220					B10K-DU-029-36	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTH01	33566
ASM1339989v1	GCA_013399895.1		Serilophus lunatus	239386					B10K-DU-002-03	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBA01	11249
Lacqui1	GCA_015025155.1		Lactarius quietus	111141		S23C					Annotation submitted by DOE Joint Genome Institute	Contig	2020-10-27	WITN01	2812
ASM1339713v1	GCA_013397135.1		Pachyramphus minor	369605					B10K-DU-001-72	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYXB01	24586
ASM1339983v1	GCA_013399835.1		Leptocoma aspasia	2585812					B10K-DU-001-35	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAX01	13985
Caupr1	GCA_003615045.1		Caulochytrium protostelioides	1555241		ATCC 52028					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-10-05	QAJV01	564
ASM1339737v1	GCA_013397375.1		Toxostoma redivivum	99882					B10K-DU-002-15	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBI01	24180
Emmon_cres_4076_V1	GCA_002572855.1		[Emmonsia] crescens	73230		UAMH4076					Annotation submitted by Broad Institute	Scaffold	2017-10-17	PDND01	1288
ASM2724398v1	GCA_027243985.1		Cryptosporidium canis	195482					33844		Annotation submitted by South China Agricultural University	Scaffold	2022-12-22	JAPCXC01	167
Copmar1	GCA_004369085.1		Coprinopsis marcescibilis	230819		CBS 121175					Annotation submitted by DOE Joint Genome Institute	Scaffold	2019-03-25	QPFQ01	817
Corgl3	GCA_015039465.1		Phlegmacium glaucopus	171480		AT 2004 276					Annotation submitted by DOE Joint Genome Institute	Scaffold	2020-10-27	WIDD01	769
Leumo1	GCA_021014945.1		Leucogyrophana mollusca	85980		KUC20120723A-06					Annotation submitted by DOE Joint Genome Institute	Scaffold	2021-11-30	JAEVFK01	1262
Aspoli1_1	GCA_047715755.1		Aspergillus oleicola	1250372		CBS 597.65					Annotation submitted by DOE Joint Genome Institute	Scaffold	2025-02-11	JBDQZU01	824
ASM1339635v1	GCA_013396355.1		Menura novaehollandiae	47692					B10K-CU-030-46	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWPS01	4051
ASM1462142v1	GCA_014621425.1		Cylindrodendrum hubeiense	595255		IHI 201604					Annotation submitted by TU Dresden - IHI Zittau	Scaffold	2020-09-17	JAANBB01	1038
ASM1339967v1	GCA_013399675.1		Mesembrinibis cayennensis	1118748					B10K-DU-001-44	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAT01	39979
Phocon1	GCA_015484465.1		Pholiota conissans	109636		CIRM-BRFM 674					Annotation submitted by DOE Joint Genome Institute	Scaffold	2020-11-15	JADNRG01	1310
ASM1339663v1	GCA_013396635.1		Penelope pileata	1118817					B10K-DU-001-08	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBMW01	12091
ASM1339669v1	GCA_013396695.1		Sakesphorus luctuosus	419690					B10K-DU-001-06	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZD01	25248
ASM1339743v1	GCA_013397435.1		Erythrocercus mccallii	107208					B10K-DU-002-60	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRG01	11369
ASM1339745v1	GCA_013397455.1		Crotophaga sulcirostris	33598					B10K-DU-003-44	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYZB01	4080
ASM1340091v1	GCA_013400915.1		Pardalotus punctatus	254575					B10K-DU-029-51	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTX01	51095
ASM1339779v1	GCA_013397795.1		Orthonyx spaldingii	38397					B10K-DU-029-32	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTJ01	11336
Suihi1	GCA_016695485.1		Suillus hirtellus	279518		EM16					Annotation submitted by DOE Joint Genome Institute	Scaffold	2021-01-06	JABBWQ01	644
Usnflo1	GCA_052784015.1		Usnea florida	111620		ATCC 18376					Annotation submitted by DOE Joint Genome Institute	Scaffold	2025-05-07	JBBAIT01	274
BGI_Echrysoc.V1	GCA_010085355.1		Eudyptes chrysocome	79626					RH 110-1		Annotation submitted by BGI-Shenzhen	Scaffold	2020-01-31	VULL01	3371
ASM278626v1	GCA_002786265.1		Apostasia shenzhenica	1088818				Shenzhen	ASH160606		Annotation submitted by Shenzhen Key Laboratory for Orchid Conservation and UtilizationThe National Orchid Conservation Center of China	Scaffold	2017-11-17	PEFY01	2985
ASM1340095v1	GCA_013400955.1		Drymodes brunneopygia	626378					B10K-DU-030-03		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTZ01	104345
SBOR_1	GCA_000503235.1		Sclerotinia borealis F-4128	1432307		F-4128					Annotation submitted by Centre Bioengineering RAS	Scaffold	2013-12-05	AYSA01	1241
ASM1340025v1	GCA_013400255.1		Sitta europaea	50251					B10K-DU-002-25	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBS01	18111
Rt_dairenensis_JCM3774v1	GCA_050403125.1		Rhodotorula dairenensis	86832		JCM3774					Annotation submitted by Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	Contig	2024-05-01	BAABUX01	534
ASM1339791v1	GCA_013397915.1		Daphoenositta chrysoptera	254528					B10K-DU-029-47	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRO01	18800
ASM1339769v1	GCA_013397695.1		Centropus unirufus	1118519					B10K-DU-017-25	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYZI01	4902
ASM1339969v1	GCA_013399695.1		Formicarius rufipectus	1118560					B10K-DU-001-43	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAU01	11327
ASM1340009v1	GCA_013400095.1		Himantopus himantopus	225398					B10K-DU-002-13	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBK01	23765
ASM1339930v1	GCA_013399305.1		Rostratula benghalensis	118793					B10K-DU-006-20	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAI01	3517
Schfas1	GCA_041438165.1		Schizophyllum fasciatum	160053		CBS 267.60					Annotation submitted by DOE Joint Genome Institute	Scaffold	2024-08-22	JAZHXC01	2561
ASM1339648v1	GCA_013396485.1		Ptilorrhoa leucosticta	449384					B10K-CU-031-17	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYY01	11358
Bysci1	GCA_010015675.1		Byssothecium circinans	147558		CBS 675.92					Annotation submitted by DOE Joint Genome Institute	Scaffold	2020-01-29	JAADKH01	160
nHd_3.1	GCA_002082055.1		Hypsibius exemplaris	2072580		Z151				pooled male and female	Annotation submitted by Keio University	Scaffold	2017-04-07	MTYJ01	1421
Tmad_KSU_1.1	GCF_015345945.1	GCA_015345945.1	Tribolium madens	41895	KSU strain				multiple individuals	pooled male and female	NCBI Tribolium madens Annotation Release 100	Scaffold	2020-11-10	JADDYM01	112
T_m_triunguis-2.0	GCF_002925995.2	GCA_002925995.2	Terrapene triunguis	2587831					2854851	male	NCBI Terrapene carolina triunguis Annotation Release 102	Scaffold	2018-09-21	PRFB02	52260
ASM1339797v1	GCA_013397975.1		Machaerirhynchus nigripectus	1160894					B10K-DU-029-43	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRQ01	18919
Rusear1	GCA_025769875.1		Russula earlei	71964					BPL698		Annotation submitted by DOE Joint Genome Institute	Contig	2022-10-20	JAGFNK01	2010
Aspfili1	GCA_047715815.1		Aspergillus filifer	447248		CBS 114510					Annotation submitted by DOE Joint Genome Institute	Scaffold	2025-02-11	JBDQZV01	814
ASM1340035v1	GCA_013400355.1		Certhia brachydactyla	73330					B10K-DU-002-20	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBV01	13655
ASM1339777v1	GCA_013397775.1		Eulacestoma nigropectus	461239					B10K-DU-029-39	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTE01	11293
ASM1339985v1	GCA_013399855.1		Oxyruncus cristatus	114331					B10K-DU-002-07		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAY01	12532
ASM1339677v1	GCA_013396775.1		Cephalopterus ornatus	114276					B10K-DU-001-01	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRE01	26262
CNRS_Arma_nasa_1.0	GCA_009176605.1		Armadillidium nasatum	96803					ANa2		Annotation submitted by Universite de Poitiers ecologie et Biologie des Interactions, UMR CNRS 7267	Scaffold	2019-10-18	SEYY01	25196
ASM1339917v1	GCA_013399175.1		Odontophorus gujanensis	886794					B10K-DU-001-53	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAB01	26662
Ccosl1.0	GCF_001594065.2	GCA_001594065.1	Cyphomyrmex costatus	456900					MS0001		NCBI Cyphomyrmex costatus Annotation Release 100	Scaffold	2016-03-25	LKEX01	14809
ASM1340017v1	GCA_013400175.1		Phainopepla nitens	161653					B10K-DU-002-32	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBQ01	28278
ASM1339786v1	GCA_013397865.1		Struthidea cinerea	181839					B10K-DU-029-33	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTI01	10902
ASM1339799v1	GCA_013397995.1		Malurus elegans	720584					B10K-DU-029-44	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRP01	37339
ASM1339994v1	GCA_013399945.1		Ploceus nigricollis	441696					B10K-DU-001-79	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBC01	24469
Thihy1	GCA_033575675.1		Parathielavia hyrcaniae	113614		CBS 757.83					Annotation submitted by DOE Joint Genome Institute	Scaffold	2023-11-02	JASMSP01	251
Lachen1	GCA_021525025.1		Lactarius hengduanensis	1932122		84					Annotation submitted by DOE Joint Genome Institute	Contig	2022-01-19	JAKELI01	1825
ASM1339921v1	GCA_013399215.1		Spizaetus tyrannus	252798					B10K-DU-007-42	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAF01	3422
ASM1339817v1	GCA_013398175.1		Climacteris rufus	47695					B10K-DU-029-53	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRZ01	15302
ASM1339973v1	GCA_013399735.1		Tyrannus savana	137541					B10K-DU-001-37	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAW01	35393
Mnor_HA_v2	GCA_964058975.1		Meganyctiphanes norvegica	48144							Annotation submitted by Uppsala University	Scaffold	2024-06-11	CAXKWB01	216567
Lbo_TFB10827_1	GCA_027886635.1		Lentinula boryana	40481		TFB10827					Annotation submitted by DOE Joint Genome Institute	Scaffold	2023-01-17	JAOBQZ01	1386
AAFC_TwDAOMC238049_1	GCA_009428295.1		Tilletia walkeri	117179		DAOMC 238049					Annotation submitted by Agriculture and Agri-Food Canada	Scaffold	2019-10-30	RDSH01	907
Porpun1	GCA_022579005.1		Poronia punctata	101475		CBS 180.79					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-03-03	JAJLYO01	1356
ASM1339793v1	GCA_013397935.1		Dasyornis broadbenti	243059					B10K-DU-029-49		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRN01	11464
ASM238285v1	GCA_002382855.1		Penicillium occitanis (nom. inval.)	290292		CL100					Annotation submitted by Center for Genomic Regulation (CRG)	Contig	2017-09-27	NPFK01	1591
ASM1339697v1	GCA_013396975.1		Bucco capensis	135168					B10K-DU-001-16	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZO01	41629
ASM1339701v1	GCA_013397015.1		Myiagra hebetior	381031					B10K-DU-001-33	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZQ01	20423
ASM1339655v1	GCA_013396555.1		Tachuris rubrigastra	495162					B10K-CU-031-13	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRD01	3838
Amyenc1	GCA_019669835.1		Amylocarpus encephaloides	45428		TRa018bII					Annotation submitted by DOE Joint Genome Institute	Scaffold	2021-08-18	JAFMPF01	2381
ASM1339812v1	GCA_013398125.1		Aegotheles bennettii	48278					B10K-DU-029-76	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRW01	25868
ASM1339997v1	GCA_013399975.1		Indicator maculatus	545262					B10K-DU-001-78	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBD01	28161
Aspave1	GCA_009193465.1		Aspergillus avenaceus	36643		IBT 18842					Annotation submitted by DOE Joint Genome Institute	Scaffold	2019-10-18	STFI01	1528
Lepnud1	GCA_015584075.1		Collybia nuda	64659		CBS 247.69					Annotation submitted by DOE Joint Genome Institute	Scaffold	2020-11-16	JADNYU01	822
Gpyr_1.0	GCA_019455555.1		Galemys pyrenaicus	202257					IBE-C5619	male	Annotation submitted by Institute of Evolutionary Biology (CSIC-UPF)	Scaffold	2021-08-05	JAGFMF01	12306
ASM1339673v1	GCA_013396735.1		Grallaria varia	117165					B10K-DU-001-02	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZG01	26174
ASM1340031v1	GCA_013400315.1		Bombycilla garrulus	125297					B10K-DU-002-23	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBU01	32196
Csec_1.0	GCA_002891405.2	GCF_002891405.2	Cryptotermes secundus	105785							Annotation submitted by Westfaelische Wilhelms-University	Scaffold	2018-01-17	NEVH01	55483
Csec_1.0	GCF_002891405.2	GCA_002891405.2	Cryptotermes secundus	105785							NCBI Cryptotermes secundus Annotation Release 101	Scaffold	2018-01-17	NEVH01	55483
Suigr1	GCA_016767475.1		Suillus weaverae	48593		EM37					Annotation submitted by DOE Joint Genome Institute	Scaffold	2021-01-28	JABCPT01	628
ASM1340019v1	GCA_013400195.1		Aramus guarauna	54356					B10K-DU-002-11	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBL01	18527
ASM1340113v1	GCA_013401135.1		Cettia cetti	68486					OUT-0056	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZUI01	98333
CRUPv2	GCA_002895965.2		Coryphaenoides rupestris	163118				Mid-Atlantic Ridge	MGRH-2017		Annotation submitted by Centre for Genomic Research	Scaffold	2021-06-29	PIJE02	44609
Ldentata1.0	GCA_014773175.1		Lucifuga dentata	670423					DC2019	female	Annotation submitted by EGCE - CNRS Gif-sur-Yvette	Scaffold	2020-09-28	VXCM01	21240
ASM1340117v1	GCA_013401175.1		Xiphorhynchus elegans	269412					OUT-0059	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZUH01	89575
ASM1340057v1	GCA_013400575.1		Peucedramus taeniatus	135441					B10K-DU-002-52	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNO01	52207
ASM1339935v1	GCA_013399355.1		Herpetotheres cachinnans	56343					B10K-DU-005-78	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAJ01	2775
ASM1339961v1	GCA_013399615.1		Amazona guildingii	175529					B10K-DU-001-46	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAR01	29878
UCR_MzychaeNRRL2592_1.0	GCA_015847235.1		Linnemannia zychae	979765		NRRL 2592					Annotation submitted by DOE Joint Genome Institute	Scaffold	2020-12-08	JAAAHU01	1260
ASM1339705v1	GCA_013397055.1		Pachycephala philippinensis	449367					B10K-DU-001-28	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZT01	28049
ASM1339903v1	GCA_013399035.1		Quiscalus mexicanus	64278					B10K-DU-001-31	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYF01	56227
ASM1339724v1	GCA_013397245.1		Thryothorus ludovicianus	74200					B10K-DU-001-68	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTB01	37520
ASM1339874v1	GCA_013398745.1		Sapayoa aenigma	239371					B10K-DU-030-41	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSY01	9986
ASM1340041v1	GCA_013400415.1		Scytalopus superciliaris	312124					B10K-DU-002-46	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBX01	17518
ASM1340119v1	GCA_013401195.1		Pomatorhinus ruficollis	932028					B10K-IZ-033-81	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSW01	15791
ASM1339909v1	GCA_013399095.1		Psophia crepitans	54359					B10K-DU-001-60	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZZ01	14465
ASM1340033v1	GCA_013400335.1		Eurystomus gularis	325343					B10K-DU-002-51	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZZY01	39629
