Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_023748725.1	Uh811_v1	Ustilago hordei	120017		Uh811					Annotation submitted by University of Cologne	Chromosome	2022-06-23	JALCUY01	26
GCA_023748765.1	Uh818_v1	Ustilago hordei	120017		Uh818					Annotation submitted by University of Cologne	Chromosome	2022-06-23	JALCUX01	25
GCA_023748735.1	Uh1273_v1	Ustilago hordei	120017		Uh1273					Annotation submitted by University of Cologne	Chromosome	2022-06-23	JALCUW01	38
GCA_023748715.1	Uh1278_v1	Ustilago hordei	120017		Uh1278					Annotation submitted by University of Cologne	Chromosome	2022-06-23	JALCUV01	27
GCA_023748825.1	Uh359_v1	Ustilago hordei	120017		Uh359					Annotation submitted by University of Cologne	Chromosome	2022-06-23	JALCUZ01	46
GCA_038363315.1	ASM3836331v1	Mugilogobius chulae	88201					ljj		Annotation submitted by Guangdong Laboratory Animals Monitoring Institute	Chromosome	2024-04-22	JBBPFD01	732
GCA_025594385.1	ASM2559438v1	Acer negundo	4023					91603		Annotation submitted by University of Connecticut	Chromosome	2022-10-06	JAJSOW01	108
GCA_015342795.1	ASM1534279v1	Argiope bruennichi	94029				Portugal			Annotation submitted by Ernst-Moritz-Arndt University of Greifswald	Chromosome	2020-11-16	JABXBU01	2231
GCA_036426205.1	UCB_Atru_1.0	Ascaphus truei	8439					Kermit	male	Annotation submitted by University of California, Berkeley	Chromosome	2024-02-07	WSYH01	107521
GCA_964260605.1	mermerasm	Merluccius merluccius	8063							Annotation submitted by Earth Biogenome Project Norway	Chromosome	2024-09-06	CAXVOE01	830
GCA_964030505.2	lplatythorax.final_scaffolds_v.1a	Lasius platythorax	488582							Annotation submitted by Senckenber Biodiversity and Climate Research Centre Frankfurt	Chromosome	2024-04-27	CAXIPU02	1362
GCA_001618945.2	ASM161894v2	Drechmeria coniospora	98403		ATCC 96282					Annotation submitted by CNRS	Chromosome	2022-01-12	JYHR02	41
GCA_014466195.1	ASM1446619v1	Vespula germanica	30212					Linc-1	male	Annotation submitted by University of Otago	Chromosome	2020-09-09	JACSDZ01	67
GCA_002271885.2	ASM227188v2	Capsicum baccatum	33114					PBC81		Annotation submitted by Seoul National University	Chromosome	2017-10-30	MLFT02	23260
GCA_019857665.1	UCB_Ecoq_1.0	Eleutherodactylus coqui	57060					HN-11 Male	male	Annotation submitted by University of California, Berkeley	Chromosome	2021-09-16	WNTK01	105233
GCA_051312775.1	ASM5131277v1	Encephalitozoon intestinalis	58839		ATCC 50507					Annotation submitted by Illinois Institute of Technology	Chromosome	2025-07-14	JBLUPJ01	27
GCA_051312815.1	ASM5131281v1	Encephalitozoon intestinalis	58839		ATCC 50651					Annotation submitted by Illinois Institute of Technology	Chromosome	2025-07-14	JBLUPL01	27
GCA_051312795.1	ASM5131279v1	Encephalitozoon intestinalis	58839		ATCC 50603					Annotation submitted by Illinois Institute of Technology	Chromosome	2025-07-14	JBLUPK01	32
GCA_965152195.1	rNatDep2.hap2	Natator depressus	27790					rNatDep1		Annotation submitted by Vertebrate Genomes Project	Chromosome	2025-02-16	CBCUCF01	61
GCA_047655245.1	ASM4765524v1	Pygathrix nigripes	310352					XQ-2025c	male	Annotation submitted by Northwest University	Chromosome	2025-02-11	JBLIYM01	718
GCA_965212235.1	kcLamFluv2.2a.h1	Lampetra fluviatilis	7748							Annotation submitted by ELIXIR Norway	Chromosome	2025-03-20	CBDBYN01	1733
GCA_051168835.1	Spiro_Aus1	Spirometra sp. Aus1	3031171					Aus1		Annotation submitted by The University of Melbourne	Chromosome	2025-07-01	JBEVYL01	297
GCA_900097045.1	PGABG01	Plasmodium gaboni	647221							Annotation submitted by Wellcome Trust Sanger Institute, Wellcome Genome Campus	Chromosome	2021-09-22	FMKD01	96
GCA_017918215.1	LU_Lgha_1.0	Leishmania sp. Ghana 2012 LV757	2803181		GH5					Annotation submitted by Lancaster University	Chromosome	2021-04-15	JAFJZN01	116
GCF_017918215.1	LU_Lgha_1.0	Leishmania sp. Ghana 2012 LV757	2803181		GH5					Annotation submitted by Lancaster University	Chromosome	2021-04-15	JAFJZN01	116
GCA_018127085.1	P2C.v1.0	Pneumocystis sp. 'macacae'	2698480					P2C		Annotation submitted by National Institutes Of Health	Chromosome	2021-04-23	JABMLO01	19
GCA_029228505.1	Populus_alba_x_berolinensis.Group_C.v1.2	Populus alba x Populus x berolinensis	444605					SC-2020		Annotation submitted by Northeast Forestry University	Chromosome	2023-03-20	JAQIZV01	137
GCA_029228485.1	Populus_alba_x_berolinensis.Group_B.v1.2	Populus alba x Populus x berolinensis	444605					SC-2020		Annotation submitted by Northeast Forestry University	Chromosome	2023-03-20	JAQIZU01	495
GCF_002910315.2	ASM291031v2	Salvelinus sp. IW2-2015	2691554							GCF_002910315.2-RS_2024_12	Chromosome	2018-02-12	PPUY01	16701
GCA_046862605.1	Gotur_v1	Gossypium turneri	34284					7		Annotation submitted by Mississippi State University	Chromosome	2025-01-22	JAPTYC01	313958
GCA_014466185.1	ASM1446618v1	Vespula vulgaris	7454					Marl-1	male	Annotation submitted by University of Otago	Chromosome	2020-09-09	JACSEA01	33
GCA_000292725.1	SacArb1.0	Saccharomyces arboricola H-6	1160507		H-6					Annotation submitted by The University of Nottingham	Chromosome	2012-09-11	ALIE01	34
GCF_000292725.1	SacArb1.0	Saccharomyces arboricola H-6	1160507		H-6					Annotation submitted by NCBI RefSeq	Chromosome	2012-09-11	ALIE01	34
GCA_039657395.1	ASM3965739v1	Citrus x changshan-huyou	2935761					01-14		Annotation submitted by Zhejiang University	Chromosome	2024-05-17	JBCGBP01	30
GCA_963970345.1	csSphTroe1.h1.1	Sphagnum troendelagicum	128251							Annotation submitted by ELIXIR Norway	Chromosome	2024-06-18	CAXANY01	97
GCA_965650935.1	ddCocGroe1.1.h2	Cochlearia groenlandica	669661							Annotation submitted by ELIXIR Norway	Chromosome	2025-07-31	CBFGQO01	160
GCA_051938805.1	ASM5193880v1	Gaeumannomyces hyphopodioides	1940676		Gh-2C17					Annotation submitted by Designing Future Wheat	Chromosome	2025-08-12	JBNOKF01	46
GCA_963971075.1	csSphJens1.h1.1	Sphagnum jensenii	128206							Annotation submitted by ELIXIR Norway	Chromosome	2024-06-18	CAXAQS01	1063
GCA_051938825.1	ASM5193882v1	Gaeumannomyces avenae	36778		Ga-3aA1					Annotation submitted by Designing Future Wheat	Chromosome	2025-08-12	JBNOKH01	58
GCA_954871325.2	tfGorSpeb1-WG-v2	Gordionus sp. m RMFG-2023	3053472							Annotation submitted by institute of evolutionary biology	Chromosome	2024-03-10	CATOZP02	395
GCF_954871325.1	tfGorSpeb1-WG-v2	Gordionus sp. m RMFG-2023	3053472							GCF_954871325.1-RS_2024_05	Chromosome	2024-03-10	CATOZP02	395
GCA_933534255.1	IP_504.v2_0	Iphiclides podalirius	110791							Annotation submitted by UNIVERSITY OF EDINBURGH	Chromosome	2022-05-03	CAKOGK01	260
GCA_025433615.1	ASM2543361v1	Fusarium sp. LHS14.1	2898545					LHS14.1		Annotation submitted by Academia Sinica	Chromosome	2022-10-03	JANGYB01	35
GCA_025433555.1	ASM2543355v1	Fusarium keratoplasticum	1328300					LHS11.1		Annotation submitted by Academia Sinica	Chromosome	2022-10-03	JANGYA01	26
GCA_025433565.1	ASM2543356v1	Fusarium sp. Ph1	2898544					Ph1		Annotation submitted by Academia Sinica	Chromosome	2022-10-03	JANGYC01	24
GCA_965612425.1	chSphJens2.1.h1	Sphagnum jensenii	128206							Annotation submitted by ELIXIR Norway	Chromosome	2025-07-08	CBFDSD01	302
GCA_944470435.2	tdSchRodh2.2	Schistosoma rodhaini	6188							Annotation submitted by WELLCOME SANGER INSTITUTE	Chromosome	2022-09-20	CALYCT02	202
GCA_020887355.1	COCOBI_1.0	Coccomyxa sp. Obi	2315456							Annotation submitted by Research and Development Initiative, Chuo University	Chromosome	2021-10-05		19
GCA_944470545.2	tdHetHame1.3	Heterobilharzia americana	39320							Annotation submitted by WELLCOME SANGER INSTITUTE	Chromosome	2022-09-20	CALYCY02	736
GCA_004337975.1	PspLS	Pyricularia sp. CBS 133598	403063		NI919					Annotation submitted by Academia Sinica	Chromosome	2019-03-19	RRCJ01	51
GCA_051530125.1	ASM5153012v1	[Candida] zeylanoides	5493		DSM 70185					Annotation submitted by Barcelona Supercomputing Center	Chromosome	2025-07-24	JBEQOW01	10
GCA_009650685.1	Cryp_gatt_MF34	Cryptococcus gattii VGV	2268382		MF34					Annotation submitted by Broad Institute	Chromosome	2019-11-14	VHDQ01	15
GCA_014905635.1	UMN_S.PABB004_v1	Scenedesmus sp. PABB004	2742167		PABB004					Annotation submitted by University of Minnesota	Chromosome	2020-10-28	JABVCE01	77
GCA_900097015.1	PADLG01	Plasmodium sp. gorilla clade G2	880535							Annotation submitted by WTSI	Chromosome	2018-03-27	OEYY01	82
GCF_900097015.1	PADLG01	Plasmodium sp. gorilla clade G2	880535							Annotation submitted by WTSI	Chromosome	2018-03-27	OEYY01	82
GCA_944470385.2	tdSchInte2.2	Schistosoma intercalatum	6187							Annotation submitted by WELLCOME SANGER INSTITUTE	Chromosome	2022-09-15	CALYCP02	652
GCA_017918225.1	LU_LNam_1.0	Leishmania sp. Namibia	2802991		253					Annotation submitted by Lancaster University	Chromosome	2021-04-15	JAFNID01	67
GCF_017918225.1	LU_LNam_1.0	Leishmania sp. Namibia	2802991		253					Annotation submitted by Lancaster University	Chromosome	2021-04-15	JAFNID01	67
GCA_900074735.1	LAFA0	Lachancea sp. 'fantastica'	1230904							Annotation submitted by INRA UMR 1319	Chromosome	2016-10-25	FJUL01	7
GCA_900240055.1	PGABG02	Plasmodium sp. DRC-Itaito	720590							Annotation submitted by WTSI	Chromosome	2018-03-27	OEYZ01	44
GCA_900095595.1	PPRFG01	Plasmodium sp. gorilla clade G1	880534							Annotation submitted by WTSI	Chromosome	2018-03-27	FMIP01	53
GCA_004115005.2	UNAM_Carg_1.1	Cucurbita argyrosperma subsp. argyrosperma	1094858			Calabaza pipiana				Annotation submitted by Instituto de Ecologia, UNAM	Chromosome	2021-06-16	SDJN02	27
GCA_900097035.1	PBLACG01	Plasmodium sp. gorilla clade G3	880536							Annotation submitted by WTSI	Chromosome	2018-03-27	FMKE01	97
GCA_040363505.1	ASM4036350v1	Leishmania utingensis	653362		ITUB/BR/1977/M4964					Annotation submitted by Fiocruz Rondonia	Chromosome	2024-06-28	JBAMZL01	37
GCA_040363675.1	ASM4036367v1	Leishmania lindenbergi	651832		MHOM/BR/1966/M15733					Annotation submitted by Fiocruz Rondonia	Chromosome	2024-07-01	JBAMZK01	37
GCA_040363515.1	ASM4036351v1	Leishmania shawi	5680		MCEB/BR/1984/M8408					Annotation submitted by Fiocruz Rondonia	Chromosome	2024-06-28	JBAMZM01	37
GCA_040363645.1	ASM4036364v1	Leishmania shawi	5680		MHOM/BR/2013/18 LTA MLF					Annotation submitted by Fiocruz Rondonia	Chromosome	2024-07-01	JBAMZJ01	37
GCA_040363635.1	ASM4036363v1	Leishmania naiffi	5678		MDAS/BR/1979/M5533					Annotation submitted by Fiocruz Rondonia	Chromosome	2024-07-01	JBAMZN01	37
GCA_900090035.2	PocGH01	Plasmodium ovale	36330		PocGH01					Annotation submitted by WTSI	Chromosome	2016-12-13	FLRI01	652
GCA_900090025.2	PowCR01	Plasmodium ovale	36330		PowCR01					Annotation submitted by WTSI	Chromosome	2016-11-22	FLRJ01	777
GCA_900090005.1	PmlGA01	Plasmodium malariae	5858		PmlGA01					Annotation submitted by WTSI	Chromosome	2016-11-22	FLRK01	49
GCA_002217885.1	Fsol_1.0	Fistulifera solaris	1519565		JPCC DA0580					Annotation submitted by Tokyo University of Agriculture and Technology	Scaffold	2017-06-26	BDSP01	295
GCA_002335645.1	ScerevisiaeKagoshima_assembly01	Saccharomyces cerevisiae	4932		Kagoshima no. 2					Annotation submitted by Education and Research Center for Fermentation Studies, Faculty of Agriculture, Kagoshima University	Scaffold	2017-08-29	BEGW01	32
GCA_000218975.1	ASM21897v1	Saccharomyces cerevisiae EC1118	643680		Lalvin EC1118					Annotation submitted by Genoscope	Scaffold	2010-03-10		31
GCA_000181435.1	ASM18143v1	Saccharomyces cerevisiae YJM789	307796		YJM789					Annotation submitted by Stanford University	Scaffold	2007-07-13	AAFW02	258
GCA_000325965.1	ScQA23_v01	Saccharomyces cerevisiae Lalvin QA23	764098		Lalvin QA23					Annotation submitted by The Australian Wine Research Institute	Scaffold	2011-02-11	ADVV01	185
GCA_000182315.2	ASM18231v2	Saccharomyces cerevisiae JAY291	574961		JAY291					Annotation submitted by Duke University Medical Center	Scaffold	2012-05-25	ACFL01	427
GCA_000256705.2	TGCAST v2	Toxoplasma gondii CAST	943122		CAST					Annotation submitted by J. Craig Venter Institute	Scaffold	2018-12-03	AHIV02	2661
GCA_024195175.2	BUUCAGL_2022	Nakaseomyces glabratus	5478		ML72254					Annotation submitted by Uludag University Medical School	Scaffold	2023-06-12	JAKLYX02	73
GCA_000448345.1	Cgr1.0	Cricetulus griseus	10029		17A/GY					Annotation submitted by CeBiTec, Bielefeld University	Scaffold	2013-08-29	APMK01	28749
GCA_000002855.2	ASM285v2	Aspergillus niger	5061							Annotation submitted by DSM, The Netherlands	Scaffold	2007-04-11		19
GCA_003032435.1	Marchanta_polymorpha_v1	Marchantia polymorpha	3197		Tak-1					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-01-10	PNPG01	2957
GCA_009936355.2	ASM993635v2	Marchantia polymorpha subsp. ruderalis	1480154		Tak-1				male	Annotation submitted by Center for Molecular Biology of Plants (ZMBP)	Scaffold	2020-06-03		443
GCA_001602395.1	AspL_2604	Aspergillus luchuensis	1069201		RIB 2604					Annotation submitted by National Institute of Brewing	Scaffold	2016-03-01	BCWF01	44
GCA_031213615.1	MorSM40-3	Pyrenophora teres f. teres	97479					MorSM40-3		Annotation submitted by USDA-ARS	Scaffold	2023-09-07	JARNJC01	37
GCA_001675295.1	FPOA1.0	Fusarium poae	36050		2516					Annotation submitted by Wageningen UR	Scaffold	2016-06-22	LYXU01	179
GCA_014362265.1	A.rufaFuchu_1.0	Actinidia rufa	165716		Fuchu					Annotation submitted by Kagawa University	Scaffold	2020-08-20	BJWL01	501
GCA_018446365.1	Cadam_11369	Crotalus adamanteus	8729					Cadam-KW1264	female	Annotation submitted by Florida State University	Scaffold	2021-05-25	JADPQB01	11368
GCA_007168705.1	ASM716870v1	Candidozyma auris	498019		JCM 15448					Annotation submitted by Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	Contig	2019-07-11	BGOX01	11
GCA_003184595.1	Asplac1	Aspergillus niger CBS 101883	1450533		CBS 101883					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-06-04	MSFR01	107
GCF_003184595.1	Asplac1	Aspergillus niger CBS 101883	1450533		CBS 101883					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-06-04	MSFR01	107
GCA_049500115.1	Rt_mucilaginosa_JCM8115v1	Rhodotorula mucilaginosa	5537		JCM8115					Annotation submitted by Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	Contig	2024-05-01	BAABVA01	343
GCA_000616845.1	Tric_kane_CBS_289_86_V1	Trichophyton rubrum CBS 289.86	1215329		CBS 289.86					Annotation submitted by Broad Institute	Scaffold	2014-04-08	AOKV01	521
GCA_000616805.1	Tric_fish_CBS_100081_V1	Trichophyton rubrum CBS 100081	1215328		CBS 100081					Annotation submitted by Broad Institute	Scaffold	2014-04-08	AOKT01	550
GCA_046127475.1	ASM4612747v1	Talaromyces marneffei ATCC 18224	441960		ATCC 18224					Annotation submitted by The Hong Kong Polytechnic University	Contig	2024-12-17	JBIHLN01	11
GCA_001673695.2	ASM167369v2	Clavispora lusitaniae	36911		CBS 6936					Annotation submitted by Bordeaux University	Scaffold	2017-06-08	LYUB02	53
GCA_019207935.1	ASM1920793v1	Ogataea parapolymorpha	1005962					CBS 12304		Annotation submitted by Colorado College	Scaffold	2021-07-13	JAHLVI01	41
GCA_000591435.1	MR2010_11_27	Metarhizium robertsii	568076		ARSEF 2575					Annotation submitted by U.S. Department of Agriculture	Scaffold	2014-03-17	JELW01	367
GCA_000829775.1	TcelY94_1.0	Talaromyces pinophilus	128442		Y-94					Annotation submitted by National Institute of Advanced Industrial Science and Technology (AIST)	Scaffold	2015-01-16	BBPS01	60
GCA_001245095.1	cj1	Cyberlindnera jadinii	4903		CBS1600					Annotation submitted by JUSTUS LIEBIG UNIVERSITAT	Scaffold	2015-07-26	CDQK01	7
GCA_013396185.1	ASM1339618v1	Fusarium circinatum	48490		NRRL 25331					Annotation submitted by US Department of Agriculture, Agriculture Research Service	Scaffold	2020-07-10	JAAQPE01	1222
GCA_003025155.1	Trilo3	Trichoderma longibrachiatum ATCC 18648	983965		ATCC 18648					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-03-30	MBDJ01	130
GCA_000389695.3	Cfim3.0	Ceratocystis fimbriata CBS 114723	1035309		CBS 114723					Annotation submitted by Inqaba Biotech	Scaffold	2017-10-18	APWK03	397
GCA_001661325.1	Lipst1_1	Lipomyces starkeyi NRRL Y-11557	675824		NRRL Y-11557					Annotation submitted by JGI	Scaffold	2016-09-09	LSGR01	117
GCA_000442885.1	ZYBA0	Zygosaccharomyces bailii CLIB 213	1333698		CLIB 213 = CBS 680					Annotation submitted by INRAMONTPELLIER	Scaffold	2013-07-10		27
GCA_000149895.1	ASM14989v1	Coccidioides immitis RMSCC 2394	404692		RMSCC 2394					Annotation submitted by Broad Institute	Scaffold	2006-11-02	AATX01	23
GCA_019207995.1	ASM1920799v1	Ogataea polymorpha	460523					CBS 4732		Annotation submitted by Colorado College	Scaffold	2021-07-13	JAHLVT01	58
GCA_003704575.1	ASM370457v1	Hortaea werneckii	91943		EXF-151					Annotation submitted by Biotechnical Faculty, University of Ljubljana	Contig	2018-10-31	QWIN01	4191
GCA_000517465.1	PseuAph1.0	Moesziomyces aphidis	84754		DSM 70725					Annotation submitted by Fraunhofer IGB	Scaffold	2014-01-10	AWNI01	42
GCA_050403165.1	Rt_graminis_JCM3775v1	Rhodotorula graminis	29898		JCM3775					Annotation submitted by Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	Contig	2024-05-01	BAABUZ01	362
GCA_040182555.1	ASM4018255v1	Coccomyxa subellipsoidea	248742		SAG 216-7					Annotation submitted by Senckenberg	Scaffold	2024-06-14	JALJOT01	26
GCA_000151595.1	BD_ATCC18188_V1	Blastomyces dermatitidis ATCC 18188	653446		ATCC 18188					Annotation submitted by Broad Institute	Scaffold	2010-03-30	ADMK01	4159
GCA_000167075.2	Saccharomyces_kudriavzevii_strain_IFO1802_v1.0	Saccharomyces kudriavzevii IFO 1802	226230		IFO 1802					Annotation submitted by Washington University School of Medicine	Scaffold	2012-08-22	AACI03	2054
GCA_900322835.1	Pse_antar_v1	Moesziomyces antarcticus	84753		ATCC 34888					Annotation submitted by Technische Universitat Munchen - WZW	Contig	2019-08-26	OOIQ01	39
GCA_021556675.1	ASM2155667v1	Batrachochytrium salamandrivorans	1357716		AMFP13/1					Annotation submitted by Ghent University	Contig	2022-01-23	JAKFGI01	233
GCA_000227095.3	Scomplicata_3.0	Saitoella complicata NRRL Y-17804	698492		NRRL Y-17804					Annotation submitted by Saitoella complicata genome sequencing consortium	Contig	2015-04-22	BACD03	104
GCA_021556705.1	ASM2155670v1	Batrachochytrium salamandrivorans	1357716		AMFP13/1					Annotation submitted by Ghent University	Contig	2022-01-23	JAKFGJ01	740
GCA_030867325.1	Colsu1	Colletotrichum sublineola	1173701		S3.001					Annotation submitted by DOE Joint Genome Institute	Scaffold	2023-08-22	JAHMHV01	1434
GCA_000313545.1	ASM31354v1	Serendipita indica DSM 11827	1109443		DSM 11827					Annotation submitted by Institute of Bioinformatics and Systems Biology, Helmholtz Zentrum München, Neuherberg, Germany	Scaffold	2012-01-25	CAFZ01	1884
GCA_001908125.1	ASM190812v1	Penicillium subrubescens	1316194		CBS 132785		Helsinki			Annotation submitted by CBS-KNAW Fungal Biodiversity Centre Institute of the Royal Netherlands Academy of Arts and Science	Scaffold	2016-12-19	MNBE01	776
GCA_013421405.2	ASM1342140v2	Aspergillus alliaceus	209559		FRR 5400					Annotation submitted by The University of Western Australia	Scaffold	2020-07-17	SPNV01	1211
GCA_030913515.1	Collu1	Colletotrichum lupini	145971		CBS 109225					Annotation submitted by DOE Joint Genome Institute	Contig	2023-08-24	JAHMHT01	116
