"","hit_id","query_id","hit_eval","hit_bitscore","hit_description"
"1533","XP_054225678.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1534","XP_054225679.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1535","XP_054225680.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1536","XP_054225668.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1537","XP_054225664.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1538","XP_054225672.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1539","XP_054225660.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1540","XP_054225670.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1541","XP_054225673.1","Mass_AKT_Aligned",0.03,22,"serine/threonine-protein kinase 33 iso"
"1542","XP_054236419.1","Mass_AKT_Aligned",0.032,21.9,"3-phosphoinositide-dependent protein k"
"1543","XP_054205775.1","Mass_AKT_Aligned",0.062,21,"G protein-coupled receptor kinase 4 is"
"1544","XP_054205774.1","Mass_AKT_Aligned",0.062,21,"G protein-coupled receptor kinase 4 is"
"1545","NP_004841.2","Mass_AKT_Aligned",0.14,19.8,"rho-associated protein kinase 2 isofor"
"1546","XP_054200614.1","Mass_AKT_Aligned",0.14,19.8,"rho-associated protein kinase 2 isofor"
"1547","XP_054200615.1","Mass_AKT_Aligned",0.14,19.8,"rho-associated protein kinase 2 isofor"
"1548","NP_001248745.1","Mass_AKT_Aligned",0.2,19.3,"3-phosphoinositide-dependent protein k"
"1549","NP_002604.1","Mass_AKT_Aligned",0.2,19.3,"3-phosphoinositide-dependent protein k"
"1550","XP_054205776.1","Mass_AKT_Aligned",2.9,15.5,"G protein-coupled receptor kinase 4 is"
"1551","ETO23989.1","Mass_AKT_Aligned",1.2e-82,287.4,"hypothetical protein RFI_13168 [Reticulomy"
"1552","ETO18430.1","Mass_AKT_Aligned",1.3e-50,180.9,"hypothetical protein RFI_18831 [Reticulomy"
"1553","ETO27877.1","Mass_AKT_Aligned",1.8e-42,154,"RAC-beta serine/threonine-protein kinase-A"
"1554","ETO23692.1","Mass_AKT_Aligned",1.8e-37,137.3,"hypothetical protein RFI_13487 [Reticulomy"
"1555","ETO24530.1","Mass_AKT_Aligned",8.7e-34,125.1,"protein kinase, cAMP-dependent, catalytic"
"1556","ETN99595.1","Mass_AKT_Aligned",6.3e-30,112.3,"hypothetical protein RFI_37875 [Reticulomy"
"1557","ETO36644.1","Mass_AKT_Aligned",2.4e-29,110.3,"hypothetical protein RFI_00420 [Reticulomy"
"1558","ETO31793.1","Mass_AKT_Aligned",2.4e-18,73.8,"hypothetical protein RFI_05326 [Reticulomy"
"1559","ETO10334.1","Mass_AKT_Aligned",1.1e-16,68.3,"serine/threonine protein kinase, partial ["
"1560","ETO20851.1","Mass_AKT_Aligned",9.1e-12,52,"protein kinase, cGMP-dependent, type I, pa"
"1561","ETO10467.1","Mass_AKT_Aligned",3.3e-10,46.8,"hypothetical protein RFI_26913 [Reticulomy"
"1562","ETO21570.1","Mass_AKT_Aligned",1.4e-09,44.7,"cGMP-dependent protein kinase 2, partial ["
"1563","ETN98026.1","Mass_AKT_Aligned",1.9e-05,31,"hypothetical protein RFI_39495, partial [R"
"1564","ETO35905.1","Mass_AKT_Aligned",0.00018,27.7,"hypothetical protein RFI_01158 [Reticulomy"
"1565","ETO06296.1","Mass_AKT_Aligned",0.00043,26.5,"hypothetical protein RFI_31100 [Reticulomy"
"1566","ETO33317.1","Mass_AKT_Aligned",0.0013,24.8,"hypothetical protein RFI_03789, partial [R"
"1567","ETO18691.1","Mass_AKT_Aligned",0.0086,22.2,"hypothetical protein RFI_18561 [Reticulomy"
"1568","XP_005538470.1","Mass_AKT_Aligned",2.3e-67,233.6,"similar to ribosomal protein S6 kinase"
"1569","XP_005537943.1","Mass_AKT_Aligned",1.2e-21,81.7,"DBF2-related serine/threonine kinase O"
"1570","XP_005539325.1","Mass_AKT_Aligned",6.2e-11,46.1,"serine/threonine kinase KIN82 [Cyanidi"
"1571","XP_005535774.1","Mass_AKT_Aligned",2.4e-09,40.8,"similar to serine/threonine protein ki"
"1572","XP_005707913.1","Mass_AKT_Aligned",2.5e-71,247.3,"serine/threonine protein kinase [Galdi"
"1573","XP_005707714.1","Mass_AKT_Aligned",1.6e-41,148.4,"serine/threonine protein kinase [Galdi"
"1574","XP_005708406.1","Mass_AKT_Aligned",1.2e-32,118.9,"serine/threonine protein kinase [Galdi"
"1575","XP_005707841.1","Mass_AKT_Aligned",1.9e-19,75,"serine/threonine protein kinase [Galdi"
"1576","XP_005708474.1","Mass_AKT_Aligned",4.7e-14,57.1,"serine/threonine protein kinase [Galdi"
"1577","XP_005707598.1","Mass_AKT_Aligned",1.4e-09,42.2,"serine/threonine protein kinase [Galdi"
"1578","XP_005706850.1","Mass_AKT_Aligned",0.00019,25.2,"serine/threonine protein kinase, auror"
"1579","XP_005709164.1","Mass_AKT_Aligned",0.15,15.6,"serine/threonine protein kinase, auror"
"1580","XP_005705292.1","Mass_AKT_Aligned",0.31,14.5,"serine/threonine protein kinase [Galdi"
"1581","XP_005707102.1","Mass_AKT_Aligned",2,11.8,"serine/threonine protein kinase, auror"
"1582","XP_005714203.1","Mass_AKT_Aligned",1.7e-30,112.2,"Serine/threonine protein kinase [Chond"
"1583","XP_005716936.1","Mass_AKT_Aligned",4.1e-18,71,"Serine/threonine protein kinase [Chond"
"1584","XP_005711073.1","Mass_AKT_Aligned",3.6e-17,67.9,"Serine/threonine protein kinase Nuclea"
"1585","XP_005715366.1","Mass_AKT_Aligned",7.1e-15,60.3,"unnamed protein product [Chondrus cris"
"1586","XP_005713970.1","Mass_AKT_Aligned",2.8e-12,51.7,"Serine/threonine protein kinase [Chond"
"1587","XP_005711380.1","Mass_AKT_Aligned",2.9e-12,51.6,"Serine/threonine protein kinase [Chond"
"1588","XP_005718402.1","Mass_AKT_Aligned",3.2e-09,41.5,"Serine/threonine protein kinase [Chond"
"1589","XP_002176743.1","Mass_AKT_Aligned",4.8e-45,160.6,"predicted protein, partial [Phaeodacty"
"1590","XP_012894137.1","Mass_AKT_Aligned",1.5e-91,314.3,"uncharacterized protein [Blastocystis"
"1591","XP_012898618.1","Mass_AKT_Aligned",1e-71,248.4,"uncharacterized protein [Blastocystis"
"1592","XP_012897450.1","Mass_AKT_Aligned",1e-39,142.1,"uncharacterized protein [Blastocystis"
"1593","XP_012895685.1","Mass_AKT_Aligned",2e-39,141.1,"uncharacterized protein [Blastocystis"
"1594","XP_012895420.1","Mass_AKT_Aligned",5.5e-19,73.2,"uncharacterized protein [Blastocystis"
"1595","XP_005856071.1","Mass_AKT_Aligned",6.9e-69,238.2,"protein kinase [Nannochloropsis gadita"
"1596","XP_005855011.1","Mass_AKT_Aligned",3.9e-38,136,"uncharacterized protein NGA_0383000, p"
